img,coefficient
profile pics/61002.jpeg,0.9998
profile pics/61004.jpeg,0.9995
profile pics/61006.jpeg,0.9783
profile pics/61007.jpeg,0.0
profile pics/61008.jpeg,0.9984
profile pics/61009.jpeg,0.9881
profile pics/61010.jpeg,0.9310
profile pics/61012.jpeg,0.9972
profile pics/61013.jpeg,0.9990
profile pics/61014.jpeg,0.9983
profile pics/61015.jpeg,0.9938
profile pics/61016.jpeg,0.9998
profile pics/61017.jpeg,0.9967
profile pics/61018.jpeg,0.9976
profile pics/61019.jpeg,0.0
profile pics/61020.jpeg,0.6552
profile pics/61021.jpeg,0.9997
profile pics/61022.jpeg,0.9994
profile pics/61023.jpeg,0.9995
profile pics/61024.jpeg,0.0
profile pics/61025.jpeg,0.9991
profile pics/61026.jpeg,0.9999
profile pics/61027.jpeg,0.9993
profile pics/61029.jpeg,0.9976
profile pics/61030.jpeg,0.9967
profile pics/61031.jpeg,0.9989
profile pics/61032.jpeg,0.9996
profile pics/61034.jpeg,0.9996
profile pics/61035.jpeg,0.9980
profile pics/61036.jpeg,0.9983
profile pics/61037.jpeg,0.9999
profile pics/61038.jpeg,0.7142
profile pics/61039.jpeg,0.9984
profile pics/61040.jpeg,0.9982
profile pics/61041.jpeg,0.9987
profile pics/61042.jpeg,0.0
profile pics/61043.jpeg,0.9997
profile pics/61044.jpeg,0.9997
profile pics/61045.jpeg,0.9997
profile pics/61047.jpeg,0.0
profile pics/61048.jpeg,0.9997
profile pics/61049.jpeg,0.0
profile pics/61050.jpeg,0.9993
profile pics/61051.jpeg,0.9987
profile pics/61052.jpeg,0.9987
profile pics/61053.jpeg,0.9994
profile pics/61054.jpeg,0.9982
profile pics/61055.jpeg,0.9999
profile pics/61056.jpeg,0.9991
profile pics/61057.jpeg,0.9993
profile pics/61058.jpeg,0.9995
profile pics/61059.jpeg,0.0
profile pics/61060.jpeg,0.9960
profile pics/61061.jpeg,0.9998
profile pics/61062.jpeg,0.0
profile pics/61063.jpeg,0.8420
profile pics/61064.jpeg,0.9999
profile pics/61065.jpeg,0.9995
profile pics/61066.jpeg,0.9930
profile pics/61067.jpeg,0.9994
profile pics/61068.jpeg,0.9976
profile pics/61069.jpeg,0.0
profile pics/61070.jpeg,0.9998
profile pics/61071.jpeg,0.9988
profile pics/61072.jpeg,0.0
profile pics/61075.jpeg,0.9998
profile pics/61076.jpeg,0.9985
profile pics/61077.jpeg,0.9998
profile pics/61078.jpeg,0.9850
profile pics/61079.jpeg,0.9989
profile pics/61080.jpeg,0.9996
profile pics/61081.jpeg,0.9998
profile pics/61082.jpeg,0.9998
profile pics/61083.jpeg,0.0
profile pics/61085.jpeg,0.9999
profile pics/61086.jpeg,0.9982
profile pics/61087.jpeg,0.9994
profile pics/61088.jpeg,0.9981
profile pics/61089.jpeg,0.7656
profile pics/61090.jpeg,0.9612
profile pics/61092.jpeg,0.8468
profile pics/61093.jpeg,0.9926
profile pics/61094.jpeg,0.9996
profile pics/61096.jpeg,0.9900
profile pics/61097.jpeg,0.9996
profile pics/61098.jpeg,0.9980
profile pics/61099.jpeg,0.9997
profile pics/61100.jpeg,0.0
profile pics/61102.jpeg,0.0
profile pics/61103.jpeg,0.9997
profile pics/61104.jpeg,0.9965
profile pics/61105.jpeg,0.0
profile pics/61106.jpeg,0.9999
profile pics/61107.jpeg,0.9995
profile pics/61108.jpeg,0.9997
profile pics/61109.jpeg,0.9975
profile pics/61110.jpeg,0.0
profile pics/61111.jpeg,0.0
profile pics/61112.jpeg,0.9999
profile pics/61113.jpeg,0.8954
profile pics/61114.jpeg,0.9983
profile pics/61116.jpeg,0.0
profile pics/61117.jpeg,0.0
profile pics/61118.jpeg,0.9997
profile pics/61119.jpeg,0.9997
profile pics/61120.jpeg,0.9997
profile pics/61121.jpeg,0.9998
profile pics/61122.jpeg,0.9591
profile pics/61123.jpeg,0.9074
profile pics/61124.jpeg,0.9997
profile pics/61125.jpeg,0.9910
profile pics/61126.jpeg,0.6237
profile pics/61127.jpeg,-1
profile pics/61128.jpeg,0.9981
profile pics/61129.jpeg,0.9825
profile pics/61130.jpeg,0.9990
profile pics/61131.jpeg,0.7951
profile pics/61132.jpeg,0.9975
profile pics/61133.jpeg,0.9965
profile pics/61136.jpeg,-1
profile pics/61137.jpeg,0.9996
profile pics/61138.jpeg,0.9978
profile pics/61140.jpeg,0.9751
profile pics/61141.jpeg,0.9968
profile pics/61142.jpeg,0.9906
profile pics/61144.jpeg,0.9919
profile pics/61145.jpeg,0.9965
profile pics/61146.jpeg,0.9927
profile pics/61147.jpeg,0.9977
profile pics/61148.jpeg,0.9997
profile pics/61149.jpeg,0.0
profile pics/61151.jpeg,0.9988
profile pics/61152.jpeg,0.9994
profile pics/61153.jpeg,-1
profile pics/61154.jpeg,0.9985
profile pics/61155.jpeg,0.0
profile pics/61156.jpeg,0.9992
profile pics/61157.jpeg,0.9975
profile pics/61158.jpeg,0.9982
profile pics/61159.jpeg,0.9998
profile pics/61160.jpeg,0.9946
profile pics/61161.jpeg,0.9977
profile pics/61162.jpeg,0.9991
profile pics/61163.jpeg,0.9980
profile pics/61164.jpeg,0.9997
profile pics/61165.jpeg,0.9991
profile pics/61168.jpeg,0.9969
profile pics/61169.jpeg,0.0
profile pics/61171.jpeg,0.9997
profile pics/61172.jpeg,0.9964
profile pics/61173.jpeg,0.9995
profile pics/61176.jpeg,0.9002
profile pics/61177.jpeg,0.9937
profile pics/61178.jpeg,0.9988
profile pics/61179.jpeg,0.0
profile pics/61180.jpeg,0.9988
profile pics/61181.jpeg,0.9999
profile pics/61182.jpeg,0.9898
profile pics/61183.jpeg,0.9648
profile pics/61185.jpeg,0.0
profile pics/61186.jpeg,0.9997
profile pics/61187.jpeg,0.9982
profile pics/61188.jpeg,0.9674
profile pics/61189.jpeg,0.9978
profile pics/61190.jpeg,0.9980
profile pics/61191.jpeg,0.0
profile pics/61192.jpeg,0.9992
profile pics/61193.jpeg,0.0
profile pics/61194.jpeg,0.9987
profile pics/61195.jpeg,0.9999
profile pics/61197.jpeg,0.9997
profile pics/61198.jpeg,0.9966
profile pics/61199.jpeg,0.9936
profile pics/61200.jpeg,0.5802
profile pics/61201.jpeg,0.0
profile pics/61202.jpeg,0.0
profile pics/61203.jpeg,0.0
profile pics/61204.jpeg,-1
profile pics/61205.jpeg,0.9996
profile pics/61206.jpeg,0.9888
profile pics/61207.jpeg,0.9995
profile pics/61208.jpeg,0.9998
profile pics/61210.jpeg,0.9979
profile pics/61211.jpeg,0.9991
profile pics/61212.jpeg,0.9700
profile pics/61213.jpeg,0.0
profile pics/61214.jpeg,0.9438
profile pics/61216.jpeg,0.9985
profile pics/61217.jpeg,0.0
profile pics/61218.jpeg,0.9988
profile pics/61219.jpeg,0.0
profile pics/61220.jpeg,0.9992
profile pics/61221.jpeg,0.9988
profile pics/61222.jpeg,0.9996
profile pics/61223.jpeg,0.9936
profile pics/61224.jpeg,0.0
profile pics/61225.jpeg,0.9020
profile pics/61226.jpeg,0.9991
profile pics/61227.jpeg,0.0
profile pics/61228.jpeg,0.0
profile pics/61229.jpeg,0.9755
profile pics/61230.jpeg,0.0
profile pics/61232.jpeg,0.9993
profile pics/61234.jpeg,0.0
profile pics/61235.jpeg,0.9994
profile pics/61236.jpeg,0.9993
profile pics/61237.jpeg,0.0
profile pics/61238.jpeg,0.0
profile pics/61239.jpeg,0.9984
profile pics/61240.jpeg,0.9943
profile pics/61241.jpeg,0.0
profile pics/61242.jpeg,0.0
profile pics/61243.jpeg,0.0
profile pics/61244.jpeg,0.9907
profile pics/61245.jpeg,0.9454
profile pics/61246.jpeg,0.9997
profile pics/61247.jpeg,0.0
profile pics/61248.jpeg,0.9992
profile pics/61249.jpeg,0.9992
profile pics/61250.jpeg,0.9947
profile pics/61251.jpeg,0.9961
profile pics/61252.jpeg,0.9993
profile pics/61253.jpeg,0.9999
profile pics/61255.jpeg,0.9994
profile pics/61257.jpeg,0.9998
profile pics/61258.jpeg,0.9630
profile pics/61259.jpeg,0.0
profile pics/61260.jpeg,0.0
profile pics/61261.jpeg,0.9997
profile pics/61263.jpeg,0.9973
profile pics/61264.jpeg,0.9506
profile pics/61265.jpeg,0.9997
profile pics/61266.jpeg,0.9986
profile pics/61267.jpeg,0.9999
profile pics/61268.jpeg,0.9999
profile pics/61269.jpeg,0.9996
profile pics/61270.jpeg,0.0
profile pics/61271.jpeg,0.0
profile pics/61272.jpeg,0.9943
profile pics/61273.jpeg,0.9057
profile pics/61274.jpeg,0.8746
profile pics/61275.jpeg,0.9969
profile pics/61276.jpeg,0.9390
profile pics/61277.jpeg,0.9960
profile pics/61278.jpeg,0.9997
profile pics/61279.jpeg,0.9995
profile pics/61280.jpeg,0.9985
profile pics/61281.jpeg,0.0
profile pics/61282.jpeg,-1
profile pics/61283.jpeg,0.0
profile pics/61285.jpeg,0.9960
profile pics/61286.jpeg,0.9938
profile pics/61287.jpeg,0.9981
profile pics/61288.jpeg,0.0
profile pics/61289.jpeg,0.0
profile pics/61290.jpeg,0.9999
profile pics/61291.jpeg,0.9977
profile pics/61293.jpeg,0.9997
profile pics/61295.jpeg,0.9962
profile pics/61296.jpeg,0.9725
profile pics/61297.jpeg,0.0
profile pics/61298.jpeg,0.9993
profile pics/61300.jpeg,0.9968
profile pics/61301.jpeg,0.9991
profile pics/61303.jpeg,0.9988
profile pics/61304.jpeg,0.9997
profile pics/61305.jpeg,0.9971
profile pics/61306.jpeg,0.9926
profile pics/61307.jpeg,0.9942
profile pics/61309.jpeg,0.9981
profile pics/61310.jpeg,0.0
profile pics/61311.jpeg,0.8684
profile pics/61312.jpeg,0.6172
profile pics/61313.jpeg,0.7312
profile pics/61314.jpeg,0.0
profile pics/61316.jpeg,0.9915
profile pics/61317.jpeg,0.9972
profile pics/61318.jpeg,0.0
profile pics/61319.jpeg,0.0
profile pics/61320.jpeg,0.9946
profile pics/61321.jpeg,0.9655
profile pics/61322.jpeg,0.0
profile pics/61323.jpeg,0.9959
profile pics/61324.jpeg,0.0
profile pics/61325.jpeg,0.9950
profile pics/61326.jpeg,0.9997
profile pics/61327.jpeg,0.9999
profile pics/61329.jpeg,0.9987
profile pics/61330.jpeg,0.0
profile pics/61331.jpeg,0.0
profile pics/61332.jpeg,0.9997
profile pics/61333.jpeg,0.0
profile pics/61336.jpeg,0.0
profile pics/61337.jpeg,0.9745
profile pics/61339.jpeg,0.8629
profile pics/61340.jpeg,0.9759
profile pics/61341.jpeg,0.0
profile pics/61342.jpeg,0.9999
profile pics/61343.jpeg,0.9410
profile pics/61344.jpeg,0.9992
profile pics/61345.jpeg,0.0
profile pics/61346.jpeg,0.9999
profile pics/61347.jpeg,0.9827
profile pics/61348.jpeg,0.9997
profile pics/61349.jpeg,0.9995
profile pics/61350.jpeg,0.9995
profile pics/61351.jpeg,0.0
profile pics/61353.jpeg,-1
profile pics/61354.jpeg,0.9997
profile pics/61355.jpeg,0.9984
profile pics/61356.jpeg,0.0
profile pics/61357.jpeg,0.9931
profile pics/61358.jpeg,0.9998
profile pics/61361.jpeg,0.0
profile pics/61362.jpeg,0.9996
profile pics/61363.jpeg,0.9983
profile pics/61364.jpeg,0.9977
profile pics/61365.jpeg,0.9994
profile pics/61366.jpeg,0.9898
profile pics/61368.jpeg,0.0
profile pics/61369.jpeg,0.6343
profile pics/61370.jpeg,0.0
profile pics/61371.jpeg,0.9985
profile pics/61372.jpeg,0.9983
profile pics/61373.jpeg,0.9994
profile pics/61374.jpeg,0.9995
profile pics/61375.jpeg,0.9981
profile pics/61376.jpeg,0.9948
profile pics/61377.jpeg,0.9999
profile pics/61379.jpeg,0.9982
profile pics/61380.jpeg,0.0
profile pics/61381.jpeg,0.0
profile pics/61382.jpeg,0.9466
profile pics/61383.jpeg,0.7640
profile pics/61384.jpeg,0.9738
profile pics/61385.jpeg,0.0
profile pics/61386.jpeg,0.9973
profile pics/61387.jpeg,0.9996
profile pics/61388.jpeg,0.9985
profile pics/61389.jpeg,0.0
profile pics/61390.jpeg,0.0
profile pics/61391.jpeg,0.9988
profile pics/61392.jpeg,0.0
profile pics/61393.jpeg,0.0
profile pics/61394.jpeg,0.0
profile pics/61395.jpeg,0.9954
profile pics/61396.jpeg,0.9996
profile pics/61397.jpeg,0.9988
profile pics/61398.jpeg,0.9760
profile pics/61399.jpeg,0.0
profile pics/61400.jpeg,0.9999
profile pics/61401.jpeg,0.0
profile pics/61402.jpeg,0.9391
profile pics/61403.jpeg,0.0
profile pics/61404.jpeg,0.9978
profile pics/61405.jpeg,0.9960
profile pics/61406.jpeg,0.0
profile pics/61407.jpeg,0.9970
profile pics/61408.jpeg,0.9999
profile pics/61409.jpeg,0.9999
profile pics/61410.jpeg,0.9998
profile pics/61411.jpeg,0.9973
profile pics/61412.jpeg,0.9950
profile pics/61413.jpeg,0.9997
profile pics/61414.jpeg,0.9988
profile pics/61415.jpeg,0.9982
profile pics/61418.jpeg,0.0
profile pics/61419.jpeg,0.0
profile pics/61420.jpeg,0.9955
profile pics/61421.jpeg,0.9970
profile pics/61423.jpeg,0.9935
profile pics/61424.jpeg,0.9995
profile pics/61425.jpeg,0.0
profile pics/61426.jpeg,0.9998
profile pics/61427.jpeg,0.9997
profile pics/61428.jpeg,0.9999
profile pics/61430.jpeg,0.9950
profile pics/61431.jpeg,0.9998
profile pics/61432.jpeg,0.9851
profile pics/61433.jpeg,0.9994
profile pics/61434.jpeg,0.9845
profile pics/61435.jpeg,0.9988
profile pics/61436.jpeg,0.9999
profile pics/61437.jpeg,0.0
profile pics/61438.jpeg,0.0
profile pics/61439.jpeg,0.0
profile pics/61440.jpeg,0.9838
profile pics/61441.jpeg,0.0
profile pics/61442.jpeg,0.9980
profile pics/61443.jpeg,0.9959
profile pics/61444.jpeg,0.9970
profile pics/61445.jpeg,0.0
profile pics/61446.jpeg,0.0
profile pics/61447.jpeg,0.0
profile pics/61448.jpeg,0.0
profile pics/61449.jpeg,0.9943
profile pics/61450.jpeg,0.9998
profile pics/61451.jpeg,0.0
profile pics/61452.jpeg,0.9949
profile pics/61453.jpeg,0.6996
profile pics/61454.jpeg,0.9995
profile pics/61455.jpeg,0.9964
profile pics/61456.jpeg,0.0
profile pics/61457.jpeg,0.0
profile pics/61458.jpeg,0.9988
profile pics/61459.jpeg,0.0
profile pics/61460.jpeg,0.9998
profile pics/61461.jpeg,0.0
profile pics/61462.jpeg,0.9993
profile pics/61463.jpeg,0.9986
profile pics/61464.jpeg,-1
profile pics/61465.jpeg,-1
profile pics/61466.jpeg,0.9991
profile pics/61467.jpeg,0.8959
profile pics/61468.jpeg,-1
profile pics/61469.jpeg,0.0
profile pics/61470.jpeg,0.9998
profile pics/61471.jpeg,-1
profile pics/61472.jpeg,0.9979
profile pics/61473.jpeg,0.9997
profile pics/61474.jpeg,0.0
profile pics/61475.jpeg,0.9941
profile pics/61476.jpeg,0.8176
profile pics/61477.jpeg,0.9997
profile pics/61478.jpeg,0.7467
profile pics/61479.jpeg,0.9977
profile pics/61482.jpeg,0.9983
profile pics/61483.jpeg,0.9998
profile pics/61484.jpeg,0.9959
profile pics/61485.jpeg,0.9995
profile pics/61486.jpeg,0.9975
profile pics/61487.jpeg,0.9986
profile pics/61488.jpeg,0.0
profile pics/61489.jpeg,0.9959
profile pics/61490.jpeg,0.9970
profile pics/61491.jpeg,0.9998
profile pics/61493.jpeg,0.9888
profile pics/61495.jpeg,0.9993
profile pics/61496.jpeg,0.9958
profile pics/61497.jpeg,0.8541
profile pics/61498.jpeg,0.0
profile pics/61499.jpeg,0.9992
profile pics/61500.jpeg,0.9593
profile pics/61501.jpeg,0.9998
profile pics/61502.jpeg,0.8395
profile pics/61503.jpeg,0.0
profile pics/61504.jpeg,0.9995
profile pics/61505.jpeg,0.0
profile pics/61506.jpeg,0.0
profile pics/61507.jpeg,0.9980
profile pics/61508.jpeg,0.9952
profile pics/61509.jpeg,0.0
profile pics/61510.jpeg,0.9049
profile pics/61511.jpeg,0.9997
profile pics/61512.jpeg,0.9964
profile pics/61513.jpeg,0.9997
profile pics/61514.jpeg,0.9923
profile pics/61515.jpeg,0.9962
profile pics/61516.jpeg,0.0
profile pics/61517.jpeg,0.0
profile pics/61518.jpeg,0.9978
profile pics/61519.jpeg,0.9994
profile pics/61520.jpeg,0.0
profile pics/61522.jpeg,0.9983
profile pics/61523.jpeg,0.9998
profile pics/61524.jpeg,0.9997
profile pics/61525.jpeg,0.9999
profile pics/61526.jpeg,0.0
profile pics/61527.jpeg,0.9996
profile pics/61528.jpeg,0.9948
profile pics/61529.jpeg,0.9860
profile pics/61531.jpeg,0.9956
profile pics/61532.jpeg,0.9210
profile pics/61533.jpeg,0.9995
profile pics/61534.jpeg,0.9992
profile pics/61535.jpeg,0.0
profile pics/61536.jpeg,0.9997
profile pics/61537.jpeg,0.9993
profile pics/61539.jpeg,0.9997
profile pics/61540.jpeg,0.8288
profile pics/61541.jpeg,0.9954
profile pics/61542.jpeg,0.9997
profile pics/61543.jpeg,0.9976
profile pics/61545.jpeg,0.9495
profile pics/61546.jpeg,0.9978
profile pics/61547.jpeg,0.0
profile pics/61548.jpeg,0.9985
profile pics/61550.jpeg,0.9971
profile pics/61551.jpeg,0.9997
profile pics/61552.jpeg,0.0
profile pics/61553.jpeg,0.8189
profile pics/61554.jpeg,0.9999
profile pics/61555.jpeg,0.9996
profile pics/61556.jpeg,0.0
profile pics/61557.jpeg,0.9996
profile pics/61558.jpeg,0.9986
profile pics/61559.jpeg,0.9994
profile pics/61560.jpeg,0.9998
profile pics/61561.jpeg,0.9999
profile pics/61562.jpeg,0.0
profile pics/61563.jpeg,0.0
profile pics/61564.jpeg,0.9992
profile pics/61565.jpeg,0.0
profile pics/61566.jpeg,0.9998
profile pics/61567.jpeg,0.9977
profile pics/61568.jpeg,-1
profile pics/61570.jpeg,0.9988
profile pics/61571.jpeg,-1
profile pics/61572.jpeg,0.9988
profile pics/61573.jpeg,0.9989
profile pics/61574.jpeg,0.0
profile pics/61575.jpeg,0.0
profile pics/61576.jpeg,0.9994
profile pics/61577.jpeg,0.9983
profile pics/61578.jpeg,0.9994
profile pics/61579.jpeg,0.9990
profile pics/61580.jpeg,0.0
profile pics/61581.jpeg,0.0
profile pics/61582.jpeg,0.9947
profile pics/61583.jpeg,0.9782
profile pics/61584.jpeg,0.9997
profile pics/61585.jpeg,0.0
profile pics/61586.jpeg,0.0
profile pics/61587.jpeg,0.0
profile pics/61588.jpeg,0.9967
profile pics/61589.jpeg,0.0
profile pics/61590.jpeg,0.0
profile pics/61591.jpeg,0.9996
profile pics/61592.jpeg,0.9971
profile pics/61593.jpeg,-1
profile pics/61594.jpeg,0.9957
profile pics/61595.jpeg,0.0
profile pics/61596.jpeg,0.9993
profile pics/61597.jpeg,0.9957
profile pics/61598.jpeg,0.9997
profile pics/61599.jpeg,0.9987
profile pics/61600.jpeg,0.0
profile pics/61602.jpeg,0.9938
profile pics/61604.jpeg,0.9997
profile pics/61605.jpeg,0.0
profile pics/61606.jpeg,0.9997
profile pics/61607.jpeg,0.0
profile pics/61608.jpeg,0.9994
profile pics/61609.jpeg,0.9985
profile pics/61610.jpeg,0.9992
profile pics/61611.jpeg,0.0
profile pics/61613.jpeg,0.9984
profile pics/61614.jpeg,0.0
profile pics/61615.jpeg,0.9990
profile pics/61616.jpeg,0.9999
profile pics/61617.jpeg,0.9923
profile pics/61618.jpeg,0.9887
profile pics/61619.jpeg,0.9975
profile pics/61620.jpeg,0.9983
profile pics/61622.jpeg,0.9948
profile pics/61623.jpeg,0.9989
profile pics/61624.jpeg,0.9989
profile pics/61625.jpeg,0.0
profile pics/61626.jpeg,-1
profile pics/61627.jpeg,0.9993
profile pics/61628.jpeg,0.9983
profile pics/61629.jpeg,0.9984
profile pics/61630.jpeg,0.0
profile pics/61631.jpeg,0.9835
profile pics/61632.jpeg,0.9997
profile pics/61633.jpeg,0.9974
profile pics/61634.jpeg,0.0
profile pics/61635.jpeg,0.9770
profile pics/61636.jpeg,0.5903
profile pics/61637.jpeg,0.9980
profile pics/61638.jpeg,0.9999
profile pics/61639.jpeg,0.9726
profile pics/61640.jpeg,0.9998
profile pics/61641.jpeg,0.9966
profile pics/61642.jpeg,0.9991
profile pics/61643.jpeg,0.9996
profile pics/61644.jpeg,0.9982
profile pics/61645.jpeg,0.9985
profile pics/61646.jpeg,0.9993
profile pics/61647.jpeg,0.9999
profile pics/61648.jpeg,0.9990
profile pics/61649.jpeg,0.9983
profile pics/61650.jpeg,0.9782
profile pics/61652.jpeg,0.9990
profile pics/61653.jpeg,0.9997
profile pics/61654.jpeg,0.9997
profile pics/61655.jpeg,0.9994
profile pics/61656.jpeg,0.9960
profile pics/61657.jpeg,0.6641
profile pics/61658.jpeg,0.9946
profile pics/61661.jpeg,0.9995
profile pics/61662.jpeg,0.9995
profile pics/61664.jpeg,0.0
profile pics/61666.jpeg,0.9989
profile pics/61668.jpeg,0.9979
profile pics/61669.jpeg,0.0
profile pics/61670.jpeg,0.9666
profile pics/61671.jpeg,0.9998
profile pics/61672.jpeg,0.9982
profile pics/61673.jpeg,0.7338
profile pics/61674.jpeg,0.9990
profile pics/61675.jpeg,0.9993
profile pics/61676.jpeg,0.6742
profile pics/61678.jpeg,-1
profile pics/61679.jpeg,0.9941
profile pics/61680.jpeg,0.9998
profile pics/61681.jpeg,0.0
profile pics/61682.jpeg,0.9867
profile pics/61683.jpeg,0.9973
profile pics/61684.jpeg,0.9995
profile pics/61685.jpeg,0.0
profile pics/61686.jpeg,0.9995
profile pics/61687.jpeg,0.9943
profile pics/61689.jpeg,0.0
profile pics/61690.jpeg,0.9993
profile pics/61691.jpeg,0.9989
profile pics/61693.jpeg,0.9987
profile pics/61694.jpeg,0.9974
profile pics/61695.jpeg,0.0
profile pics/61696.jpeg,0.9999
profile pics/61697.jpeg,0.9999
profile pics/61698.jpeg,0.0
profile pics/61699.jpeg,0.0
profile pics/61700.jpeg,0.9999
profile pics/61702.jpeg,0.0
profile pics/61704.jpeg,0.9988
profile pics/61705.jpeg,0.9996
profile pics/61706.jpeg,0.0
profile pics/61707.jpeg,0.9802
profile pics/61708.jpeg,0.9999
profile pics/61709.jpeg,0.9389
profile pics/61710.jpeg,0.9995
profile pics/61711.jpeg,0.9978
profile pics/61712.jpeg,0.9998
profile pics/61713.jpeg,0.9994
profile pics/61714.jpeg,0.8702
profile pics/61715.jpeg,0.9662
profile pics/61716.jpeg,0.8725
profile pics/61717.jpeg,0.9955
profile pics/61718.jpeg,-1
profile pics/61719.jpeg,0.9967
profile pics/61720.jpeg,0.0
profile pics/61721.jpeg,0.9992
profile pics/61723.jpeg,0.9999
profile pics/61726.jpeg,0.9991
profile pics/61727.jpeg,0.9995
profile pics/61728.jpeg,0.9993
profile pics/61730.jpeg,0.9988
profile pics/61731.jpeg,0.9990
profile pics/61733.jpeg,0.9477
profile pics/61734.jpeg,0.9991
profile pics/61738.jpeg,0.9999
profile pics/61739.jpeg,-1
profile pics/61740.jpeg,0.9980
profile pics/61741.jpeg,0.0
profile pics/61742.jpeg,0.0
profile pics/61743.jpeg,0.9995
profile pics/61744.jpeg,0.9979
profile pics/61745.jpeg,0.9994
profile pics/61746.jpeg,0.8715
profile pics/61747.jpeg,0.9998
profile pics/61748.jpeg,0.9991
profile pics/61749.jpeg,0.9964
profile pics/61750.jpeg,0.0
profile pics/61751.jpeg,0.9800
profile pics/61754.jpeg,0.9887
profile pics/61755.jpeg,0.0
profile pics/61756.jpeg,0.8842
profile pics/61757.jpeg,0.9993
profile pics/61758.jpeg,0.9998
profile pics/61760.jpeg,0.9924
profile pics/61761.jpeg,0.9994
profile pics/61762.jpeg,0.9991
profile pics/61763.jpeg,0.9999
profile pics/61764.jpeg,0.0
profile pics/61765.jpeg,0.9998
profile pics/61766.jpeg,0.0
profile pics/61767.jpeg,0.9950
profile pics/61768.jpeg,0.0
profile pics/61769.jpeg,0.9989
profile pics/61770.jpeg,0.9984
profile pics/61771.jpeg,0.7454
profile pics/61772.jpeg,0.0
profile pics/61773.jpeg,0.9994
profile pics/61774.jpeg,0.9995
profile pics/61775.jpeg,0.9991
profile pics/61776.jpeg,0.9999
profile pics/61777.jpeg,0.9990
profile pics/61778.jpeg,0.9989
profile pics/61779.jpeg,0.9967
profile pics/61780.jpeg,0.9997
profile pics/61781.jpeg,0.9998
profile pics/61782.jpeg,0.9998
profile pics/61783.jpeg,0.9999
profile pics/61784.jpeg,0.9920
profile pics/61785.jpeg,-1
profile pics/61786.jpeg,0.9998
profile pics/61788.jpeg,0.9942
profile pics/61789.jpeg,0.9785
profile pics/61790.jpeg,0.9999
profile pics/61791.jpeg,0.9996
profile pics/61792.jpeg,0.9996
profile pics/61793.jpeg,0.0
profile pics/61794.jpeg,0.0
profile pics/61795.jpeg,0.0
profile pics/61796.jpeg,0.9970
profile pics/61797.jpeg,-1
profile pics/61799.jpeg,0.9926
profile pics/61801.jpeg,0.9959
profile pics/61802.jpeg,0.9993
profile pics/61803.jpeg,0.9998
profile pics/61804.jpeg,0.9999
profile pics/61805.jpeg,0.9927
profile pics/61806.jpeg,0.9983
profile pics/61807.jpeg,0.9997
profile pics/61808.jpeg,0.0
profile pics/61810.jpeg,0.9958
profile pics/61811.jpeg,0.9964
profile pics/61812.jpeg,0.9942
profile pics/61813.jpeg,0.9998
profile pics/61814.jpeg,0.0
profile pics/61815.jpeg,0.8132
profile pics/61816.jpeg,0.9983
profile pics/61817.jpeg,0.9995
profile pics/61818.jpeg,0.9995
profile pics/61819.jpeg,0.9992
profile pics/61820.jpeg,0.9993
profile pics/61821.jpeg,0.9913
profile pics/61822.jpeg,-1
profile pics/61823.jpeg,0.0
profile pics/61824.jpeg,0.9996
profile pics/61825.jpeg,0.9998
profile pics/61826.jpeg,0.9992
profile pics/61827.jpeg,0.0
profile pics/61828.jpeg,0.9965
profile pics/61830.jpeg,0.9997
profile pics/61831.jpeg,0.9939
profile pics/61832.jpeg,0.9991
profile pics/61833.jpeg,0.9998
profile pics/61836.jpeg,0.9987
profile pics/61838.jpeg,0.9961
profile pics/61839.jpeg,0.9997
profile pics/61840.jpeg,-1
profile pics/61841.jpeg,0.9831
profile pics/61842.jpeg,0.9880
profile pics/61843.jpeg,0.9924
profile pics/61844.jpeg,0.9990
profile pics/61845.jpeg,0.9999
profile pics/61846.jpeg,0.9933
profile pics/61847.jpeg,0.9977
profile pics/61849.jpeg,0.9804
profile pics/61850.jpeg,0.9938
profile pics/61851.jpeg,0.6233
profile pics/61852.jpeg,0.0
profile pics/61854.jpeg,0.9366
profile pics/61855.jpeg,0.0
profile pics/61856.jpeg,-1
profile pics/61857.jpeg,0.9979
profile pics/61858.jpeg,0.9997
profile pics/61859.jpeg,0.9982
profile pics/61860.jpeg,0.9996
profile pics/61861.jpeg,0.9975
profile pics/61863.jpeg,0.9969
profile pics/61864.jpeg,0.0
profile pics/61867.jpeg,0.9991
profile pics/61868.jpeg,0.0
profile pics/61869.jpeg,0.9966
profile pics/61870.jpeg,0.9998
profile pics/61871.jpeg,0.9929
profile pics/61872.jpeg,0.0
profile pics/61873.jpeg,0.9972
profile pics/61874.jpeg,0.9990
profile pics/61877.jpeg,0.9994
profile pics/61878.jpeg,0.9978
profile pics/61880.jpeg,0.9984
profile pics/61881.jpeg,0.9884
profile pics/61883.jpeg,0.9995
profile pics/61884.jpeg,0.9992
profile pics/61885.jpeg,0.9993
profile pics/61888.jpeg,0.9464
profile pics/61889.jpeg,0.9997
profile pics/61890.jpeg,0.0
profile pics/61891.jpeg,0.0
profile pics/61892.jpeg,0.9989
profile pics/61893.jpeg,0.9996
profile pics/61895.jpeg,0.0
profile pics/61896.jpeg,0.9995
profile pics/61897.jpeg,0.9984
profile pics/61898.jpeg,0.9076
