img,is_face,coefficient
25660.jpeg,1,0.9848
25661.jpeg,1,0.9994
25662.jpeg,1,0.9549
25664.jpeg,1,0.9838
25665.jpeg,1,0.9999
25666.jpeg,1,0.9415
25667.jpeg,1,0.9979
25668.jpeg,0,0.0
25669.jpeg,1,0.9966
25670.jpeg,1,0.9977
25671.jpeg,1,0.9978
25672.jpeg,0,0.0
25673.jpeg,1,0.9935
25674.jpeg,1,0.9988
25676.jpeg,1,0.9997
25677.jpeg,1,0.9948
25678.jpeg,0,0.0
25679.jpeg,1,0.9973
25680.jpeg,1,0.9991
25681.jpeg,1,0.9937
25682.jpeg,1,0.9951
25683.jpeg,1,0.9972
25686.jpeg,1,0.9997
25687.jpeg,1,0.9963
25688.jpeg,1,0.9925
25689.jpeg,1,0.9909
2569.jpeg,0,0.0
25690.jpeg,1,0.9998
25691.jpeg,1,0.9974
25692.jpeg,1,0.9968
25693.jpeg,1,0.9973
25694.jpeg,1,0.9987
25695.jpeg,1,0.9994
25697.jpeg,1,0.9924
257.jpeg,1,0.9664
2570.jpeg,1,0.9980
25700.jpeg,1,0.9999
25701.jpeg,0,0.0
25703.jpeg,1,0.9959
25704.jpeg,1,0.9996
25705.jpeg,1,0.9993
25706.jpeg,1,0.9995
25707.jpeg,1,0.9997
25709.jpeg,0,0.0
2571.jpeg,1,0.9996
25710.jpeg,1,0.9981
25711.jpeg,1,0.9996
25712.jpeg,1,0.9994
25714.jpeg,1,0.9791
25715.jpeg,1,0.9988
25716.jpeg,1,0.9970
25717.jpeg,1,0.9982
25718.jpeg,1,0.9943
25719.jpeg,1,0.9993
25720.jpeg,1,0.9984
25721.jpeg,1,0.5631
25723.jpeg,1,0.9994
25724.jpeg,1,0.9448
25725.jpeg,1,0.9972
25726.jpeg,1,0.9843
25728.jpeg,1,0.9999
25729.jpeg,1,0.9986
2573.jpeg,1,0.9996
25730.jpeg,0,0.0
25731.jpeg,1,0.7426
25732.jpeg,1,0.9913
25734.jpeg,1,0.9989
25736.jpeg,0,0.0
25737.jpeg,1,0.9962
25738.jpeg,1,0.9998
25739.jpeg,1,0.7562
2574.jpeg,1,0.9980
25740.jpeg,1,0.9998
25741.jpeg,1,0.9989
25742.jpeg,1,0.9967
25743.jpeg,1,0.9223
25745.jpeg,1,0.9997
25748.jpeg,1,0.9967
25749.jpeg,1,0.9996
2575.jpeg,0,0.0
25750.jpeg,0,0.0
25752.jpeg,1,0.9998
25753.jpeg,1,0.9997
25754.jpeg,1,0.9976
25755.jpeg,1,0.9994
25756.jpeg,1,0.9984
25757.jpeg,1,0.9947
25759.jpeg,1,0.9084
2576.jpeg,1,0.9900
25760.jpeg,0,0.0
25761.jpeg,1,0.9985
25762.jpeg,1,0.9960
25763.jpeg,1,0.9996
25764.jpeg,0,0.0
25765.jpeg,0,0.0
25766.jpeg,1,0.9994
25767.jpeg,1,0.9069
25769.jpeg,1,0.9994
2577.jpeg,1,0.9984
25770.jpeg,1,0.9970
25771.jpeg,1,0.9755
25773.jpeg,1,0.9999
25775.jpeg,1,0.9973
25776.jpeg,1,0.9845
25779.jpeg,1,0.7284
2578.jpeg,0,0.0
25780.jpeg,1,0.9991
25781.jpeg,1,0.9887
25783.jpeg,1,0.9984
25784.jpeg,1,0.9953
25785.jpeg,0,0.0
25786.jpeg,1,0.9998
25788.jpeg,1,0.9964
25789.jpeg,1,0.9977
2579.jpeg,1,0.9977
25790.jpeg,1,0.9948
25794.jpeg,1,0.9990
25795.jpeg,1,0.9973
25797.jpeg,1,0.9978
25798.jpeg,1,0.9983
258.jpeg,1,0.9915
25800.jpeg,1,0.9999
25801.jpeg,1,0.9908
25803.jpeg,1,0.7796
25804.jpeg,1,0.9995
25805.jpeg,1,0.9994
25806.jpeg,1,0.9971
25808.jpeg,1,0.9991
25809.jpeg,1,0.9889
2581.jpeg,1,0.9993
25810.jpeg,1,0.9997
25811.jpeg,1,0.9972
25812.jpeg,0,0.0
25813.jpeg,1,0.9996
25815.jpeg,1,0.9996
25816.jpeg,1,0.9999
25817.jpeg,1,0.9988
25818.jpeg,1,0.9996
2582.jpeg,1,0.9929
25820.jpeg,1,0.9951
25821.jpeg,0,0.0
25823.jpeg,1,0.9475
25824.jpeg,1,0.9996
25825.jpeg,1,0.9998
25826.jpeg,1,0.9977
25827.jpeg,1,0.9934
25828.jpeg,1,0.9996
25829.jpeg,0,0.0
2583.jpeg,1,0.9975
25831.jpeg,1,0.9998
25832.jpeg,1,0.9998
25834.jpeg,1,0.9931
25836.jpeg,1,0.9974
25837.jpeg,1,0.9971
25838.jpeg,1,0.9997
25839.jpeg,1,0.9961
2584.jpeg,0,0.0
25840.jpeg,1,0.9985
25841.jpeg,1,0.9976
25842.jpeg,1,0.8651
25844.jpeg,0,0.0
2585.jpeg,1,0.9984
25850.jpeg,1,0.9579
25851.jpeg,0,0.0
25853.jpeg,1,0.9908
25854.jpeg,1,0.9994
25855.jpeg,1,0.9995
25856.jpeg,1,0.9976
25857.jpeg,1,0.9966
25858.jpeg,1,0.9996
25859.jpeg,1,0.9930
2586.jpeg,1,0.9983
25861.jpeg,1,0.9999
25863.jpeg,1,0.9999
25864.jpeg,1,0.9987
25866.jpeg,1,0.9999
25867.jpeg,1,0.9955
25868.jpeg,1,0.9994
25869.jpeg,1,0.9946
25870.jpeg,1,0.9917
25872.jpeg,1,0.9960
25874.jpeg,1,0.9977
25875.jpeg,1,0.9974
25876.jpeg,1,0.9999
25877.jpeg,1,0.9977
25878.jpeg,1,0.9998
25879.jpeg,1,0.9983
25880.jpeg,1,0.9999
25882.jpeg,1,0.9994
25883.jpeg,1,0.9956
25884.jpeg,1,0.9995
25885.jpeg,1,0.9998
25886.jpeg,1,0.9988
25887.jpeg,1,0.9626
2589.jpeg,1,0.9925
25890.jpeg,1,0.9586
25891.jpeg,0,0.0
25892.jpeg,1,0.9983
25893.jpeg,1,0.8025
25894.jpeg,1,0.9820
25895.jpeg,1,0.9988
25896.jpeg,1,0.9956
25897.jpeg,1,0.9946
25898.jpeg,1,0.9997
25899.jpeg,1,0.9724
259.jpeg,1,0.9842
2590.jpeg,1,0.9926
25900.jpeg,0,0.0
25902.jpeg,1,0.6092
25904.jpeg,1,0.7436
25906.jpeg,1,0.9980
25907.jpeg,1,0.9998
25908.jpeg,0,0.0
25909.jpeg,1,0.9418
2591.jpeg,1,0.9390
25912.jpeg,0,0.0
25913.jpeg,1,0.9996
25914.jpeg,0,0.0
25915.jpeg,1,0.9075
25916.jpeg,1,0.9999
25917.jpeg,1,0.9987
25918.jpeg,1,0.9997
25919.jpeg,1,0.9997
2592.jpeg,1,0.9890
25920.jpeg,1,0.9997
25921.jpeg,1,0.9484
25922.jpeg,1,0.9999
25923.jpeg,1,0.9972
25924.jpeg,1,0.9958
25925.jpeg,1,0.9989
25927.jpeg,1,0.9975
25928.jpeg,1,0.9954
25929.jpeg,1,0.9978
2593.jpeg,1,0.9965
25930.jpeg,1,0.9961
25933.jpeg,1,0.9972
25935.jpeg,1,0.9783
25936.jpeg,1,0.9997
25937.jpeg,1,0.9974
25938.jpeg,1,0.9932
25940.jpeg,1,0.9997
25941.jpeg,1,0.9950
25942.jpeg,1,0.9998
25943.jpeg,1,0.9942
25944.jpeg,1,0.9994
25945.jpeg,1,0.9989
25946.jpeg,1,0.9992
25947.jpeg,1,0.9997
25948.jpeg,1,0.9998
25949.jpeg,1,0.9972
25953.jpeg,1,0.9998
25955.jpeg,1,0.9908
25956.jpeg,1,0.9887
25957.jpeg,1,0.9993
25958.jpeg,1,0.9949
25959.jpeg,1,0.9478
2596.jpeg,1,0.9998
25960.jpeg,0,0.0
25962.jpeg,1,0.9990
25963.jpeg,1,0.9998
25965.jpeg,1,0.9997
25966.jpeg,1,0.9994
25967.jpeg,1,0.9989
25968.jpeg,1,0.8354
2597.jpeg,0,0.0
25970.jpeg,1,0.9998
25971.jpeg,0,0.0
25972.jpeg,1,0.9971
25973.jpeg,1,0.9770
25974.jpeg,1,0.9997
25975.jpeg,1,0.9929
25976.jpeg,1,0.9992
25977.jpeg,1,0.9968
25978.jpeg,1,0.9943
25979.jpeg,1,0.9917
2598.jpeg,0,0.0
25980.jpeg,1,0.9718
25981.jpeg,1,0.9975
25982.jpeg,1,0.9946
25984.jpeg,1,0.9495
25986.jpeg,1,0.9992
25987.jpeg,1,0.9960
25988.jpeg,1,0.9764
25989.jpeg,1,0.9883
2599.jpeg,1,0.9349
25990.jpeg,0,0.0
25991.jpeg,1,0.9973
25993.jpeg,1,0.9997
25994.jpeg,1,0.8188
25995.jpeg,1,0.9996
25996.jpeg,1,0.9994
25997.jpeg,1,0.9558
25999.jpeg,1,0.9924
260.jpeg,1,0.9966
26000.jpeg,1,0.9997
26002.jpeg,1,0.9989
26004.jpeg,1,0.9997
26005.jpeg,1,0.9920
26006.jpeg,1,0.9879
26008.jpeg,1,0.9792
26009.jpeg,1,0.9978
26010.jpeg,1,0.9997
26011.jpeg,1,0.9999
26012.jpeg,0,0.0
26013.jpeg,1,0.9999
26015.jpeg,1,0.9998
26018.jpeg,0,0.0
26019.jpeg,1,0.9997
26022.jpeg,1,0.9386
26023.jpeg,1,0.9914
26024.jpeg,0,0.0
26025.jpeg,1,0.7210
26026.jpeg,1,0.9999
26027.jpeg,1,0.9997
26028.jpeg,1,0.9998
26029.jpeg,1,0.9999
2603.jpeg,1,0.9992
26030.jpeg,1,0.9993
26031.jpeg,1,0.9965
26033.jpeg,0,0.0
26035.jpeg,0,0.0
26036.jpeg,1,0.9998
26037.jpeg,1,0.9660
26038.jpeg,1,0.9962
26039.jpeg,1,0.9995
26040.jpeg,1,0.5959
26041.jpeg,1,0.9988
26042.jpeg,1,0.9994
26044.jpeg,1,0.9698
26045.jpeg,1,0.9334
26046.jpeg,1,0.9989
26048.jpeg,1,0.9958
26049.jpeg,1,0.9809
2605.jpeg,1,0.9969
26051.jpeg,1,0.9970
26053.jpeg,1,0.9977
26054.jpeg,1,0.9991
26056.jpeg,1,0.9944
26057.jpeg,1,0.9998
26058.jpeg,1,0.9993
26059.jpeg,0,0.0
26061.jpeg,1,0.9985
26065.jpeg,1,0.9929
26066.jpeg,1,0.9993
26068.jpeg,1,0.9969
26069.jpeg,1,0.9953
2607.jpeg,1,0.9847
26070.jpeg,1,0.7275
26071.jpeg,1,0.9911
26072.jpeg,0,0.0
26073.jpeg,1,0.9990
26074.jpeg,1,0.9896
26075.jpeg,1,0.9205
26076.jpeg,0,0.0
26077.jpeg,1,0.9979
26078.jpeg,1,0.9997
26079.jpeg,0,0.0
2608.jpeg,1,0.9997
26081.jpeg,0,0.0
26082.jpeg,1,0.9879
26085.jpeg,1,0.9993
26086.jpeg,1,0.9977
26087.jpeg,1,0.9976
26088.jpeg,1,0.8955
26089.jpeg,1,0.9977
26092.jpeg,1,0.9994
26094.jpeg,1,0.9983
26095.jpeg,1,0.9980
26096.jpeg,1,0.9827
26097.jpeg,1,0.9922
26098.jpeg,0,0.0
26099.jpeg,1,0.9687
2610.jpeg,0,0.0
26100.jpeg,1,0.9922
26101.jpeg,1,0.9998
26102.jpeg,1,0.9993
26103.jpeg,1,0.9953
26104.jpeg,0,0.0
26106.jpeg,0,0.0
26107.jpeg,1,0.9494
26108.jpeg,1,0.9898
2611.jpeg,1,0.9510
26110.jpeg,1,0.9997
26111.jpeg,1,0.9993
26113.jpeg,1,0.9932
26114.jpeg,1,0.9994
26115.jpeg,1,0.6836
26116.jpeg,1,0.9993
26118.jpeg,1,0.5805
26119.jpeg,0,0.0
2612.jpeg,1,0.9954
26120.jpeg,1,0.9999
26121.jpeg,1,0.9871
26122.jpeg,1,0.9945
26123.jpeg,1,0.9999
26125.jpeg,0,0.0
26127.jpeg,1,0.9959
26128.jpeg,1,0.9971
26129.jpeg,1,0.9881
26130.jpeg,1,0.9991
26131.jpeg,1,0.9993
26132.jpeg,1,0.9995
26133.jpeg,0,0.0
26134.jpeg,0,0.0
26137.jpeg,1,0.9979
26138.jpeg,1,0.9941
26139.jpeg,1,0.9971
2614.jpeg,1,0.9954
26141.jpeg,1,0.9978
26142.jpeg,1,0.9877
26144.jpeg,1,0.9986
26145.jpeg,1,0.9961
26146.jpeg,1,0.9998
26147.jpeg,1,0.9998
26150.jpeg,1,0.9994
26151.jpeg,1,0.9999
26152.jpeg,0,0.0
26154.jpeg,1,0.9998
26155.jpeg,1,0.9993
26156.jpeg,0,0.0
26157.jpeg,1,0.9907
26158.jpeg,1,0.9985
26160.jpeg,1,0.9958
26161.jpeg,1,0.7855
26162.jpeg,1,0.9931
26163.jpeg,1,0.9953
26164.jpeg,1,0.9993
26165.jpeg,1,0.9991
26166.jpeg,1,0.9985
26167.jpeg,1,0.9980
26168.jpeg,0,0.0
26169.jpeg,1,0.9655
26170.jpeg,1,0.9808
26172.jpeg,1,0.9995
26173.jpeg,0,0.0
26174.jpeg,0,0.0
26175.jpeg,1,0.9951
26176.jpeg,1,0.9977
26177.jpeg,1,0.9980
26178.jpeg,0,0.0
26179.jpeg,1,0.8373
26180.jpeg,1,0.9998
26181.jpeg,1,0.9982
26182.jpeg,1,0.9229
26183.jpeg,1,0.9990
26184.jpeg,1,0.9931
26185.jpeg,0,0.0
26186.jpeg,1,0.9996
26187.jpeg,0,0.0
26188.jpeg,1,0.9832
26189.jpeg,1,0.9998
26190.jpeg,0,0.0
26191.jpeg,1,0.9998
26194.jpeg,1,0.9731
26195.jpeg,1,0.9996
26197.jpeg,1,0.9953
26198.jpeg,1,0.9993
26200.jpeg,1,0.9999
26201.jpeg,0,0.0
26202.jpeg,1,0.9751
26203.jpeg,1,0.9991
26204.jpeg,0,0.0
26205.jpeg,1,0.9995
26207.jpeg,1,0.9996
26208.jpeg,1,0.9994
26209.jpeg,0,0.0
2621.jpeg,1,0.9969
26210.jpeg,1,0.9991
26211.jpeg,1,0.9659
26212.jpeg,1,0.9986
26213.jpeg,1,0.9993
26215.jpeg,0,0.0
26216.jpeg,1,0.9991
26217.jpeg,1,0.9985
26218.jpeg,1,0.9998
26219.jpeg,1,0.9942
2622.jpeg,1,0.9969
26220.jpeg,1,0.9813
26222.jpeg,1,0.9412
26223.jpeg,1,0.9905
26224.jpeg,1,0.9825
26226.jpeg,1,0.9986
26228.jpeg,1,0.9660
26229.jpeg,1,0.9995
2623.jpeg,1,0.9256
26230.jpeg,0,0.0
26231.jpeg,1,0.9961
26232.jpeg,1,0.9964
26233.jpeg,0,0.0
26236.jpeg,1,0.9684
26237.jpeg,1,0.9978
26238.jpeg,1,0.9927
26239.jpeg,1,0.9957
2624.jpeg,1,0.9996
26240.jpeg,0,0.0
26242.jpeg,1,0.9142
26245.jpeg,1,0.8908
26247.jpeg,1,0.9782
26248.jpeg,1,0.9946
2625.jpeg,1,0.9615
26250.jpeg,1,0.9977
26251.jpeg,0,0.0
26252.jpeg,1,0.9989
26254.jpeg,1,0.9995
26255.jpeg,1,0.9913
26256.jpeg,1,0.9987
26257.jpeg,0,0.0
26259.jpeg,1,0.9934
2626.jpeg,1,0.9988
26260.jpeg,1,0.9969
26261.jpeg,1,0.9979
26262.jpeg,1,0.9283
26263.jpeg,1,0.9956
26264.jpeg,1,0.9928
26265.jpeg,0,0.0
26266.jpeg,1,0.9981
26268.jpeg,0,0.0
26269.jpeg,0,0.0
2627.jpeg,0,0.0
26270.jpeg,0,0.0
26271.jpeg,0,0.0
26272.jpeg,1,0.9947
26274.jpeg,1,0.9800
26275.jpeg,1,0.9989
26276.jpeg,1,0.9748
26277.jpeg,1,0.9999
26278.jpeg,1,0.9992
26279.jpeg,1,0.9966
26280.jpeg,0,0.0
26281.jpeg,1,0.9973
26283.jpeg,1,0.9996
26285.jpeg,0,0.0
26286.jpeg,1,0.7295
26287.jpeg,0,0.0
26288.jpeg,0,0.0
26289.jpeg,0,0.0
2629.jpeg,1,0.9930
26290.jpeg,1,0.9960
26291.jpeg,1,0.9983
26292.jpeg,1,0.9996
26293.jpeg,1,0.9976
26295.jpeg,1,0.7871
26296.jpeg,1,0.9989
26297.jpeg,1,0.9995
26298.jpeg,1,0.9927
2630.jpeg,1,0.9984
26300.jpeg,0,0.0
26301.jpeg,1,0.9989
26302.jpeg,1,0.7490
26303.jpeg,1,0.9979
26304.jpeg,1,0.9998
26305.jpeg,1,0.9949
26306.jpeg,1,0.9856
26307.jpeg,1,0.9592
26309.jpeg,1,0.9992
2631.jpeg,1,0.9999
26310.jpeg,1,0.9999
26311.jpeg,1,0.9997
26313.jpeg,1,0.9997
26317.jpeg,1,0.9993
26318.jpeg,1,0.9988
26319.jpeg,0,0.0
2632.jpeg,1,0.9996
26321.jpeg,0,0.0
26322.jpeg,0,0.0
26323.jpeg,0,0.0
26324.jpeg,1,0.9999
26327.jpeg,0,0.0
26328.jpeg,1,0.9999
2633.jpeg,1,0.9957
26330.jpeg,1,0.9997
26331.jpeg,1,0.9991
26332.jpeg,1,0.9636
26335.jpeg,1,0.9964
26336.jpeg,1,0.9963
26338.jpeg,1,0.9995
26339.jpeg,1,0.9911
2634.jpeg,0,0.0
26340.jpeg,1,0.9901
26341.jpeg,1,0.9996
26342.jpeg,1,0.9448
26343.jpeg,1,0.9575
26344.jpeg,1,0.9724
26345.jpeg,1,0.7574
26346.jpeg,1,0.9972
26347.jpeg,1,0.9724
26348.jpeg,1,0.9992
26349.jpeg,1,0.9938
2635.jpeg,0,0.0
26350.jpeg,1,0.9998
26352.jpeg,1,0.9837
26353.jpeg,1,0.7588
26354.jpeg,1,0.9843
26355.jpeg,1,0.9969
26358.jpeg,0,0.0
26359.jpeg,1,0.9980
2636.jpeg,1,0.9969
26360.jpeg,0,0.0
26361.jpeg,1,0.9996
26362.jpeg,1,0.9947
26363.jpeg,0,0.0
26364.jpeg,1,0.9998
26366.jpeg,1,0.9948
26367.jpeg,1,0.9994
26368.jpeg,1,0.9800
2637.jpeg,1,0.9949
26370.jpeg,1,0.9964
26372.jpeg,1,0.9777
26373.jpeg,0,0.0
26376.jpeg,1,0.9998
26377.jpeg,1,0.9911
26378.jpeg,0,0.0
26379.jpeg,0,0.0
26380.jpeg,1,0.9999
26381.jpeg,1,0.9973
26382.jpeg,1,0.9889
26383.jpeg,1,0.9998
26384.jpeg,1,0.9994
26385.jpeg,1,0.9992
26387.jpeg,1,0.9969
26389.jpeg,0,0.0
2639.jpeg,1,0.9987
26390.jpeg,1,0.9995
26393.jpeg,1,0.9997
26394.jpeg,1,0.9985
26395.jpeg,1,0.9949
26396.jpeg,1,0.9966
26397.jpeg,1,0.9659
26398.jpeg,1,0.9743
26399.jpeg,1,0.9987
26400.jpeg,0,0.0
26401.jpeg,1,0.9959
26402.jpeg,1,0.9999
26403.jpeg,1,0.9963
26405.jpeg,1,0.9999
26406.jpeg,0,0.0
26407.jpeg,1,0.9985
26408.jpeg,1,0.9465
26409.jpeg,0,0.0
2641.jpeg,1,0.9931
26411.jpeg,0,0.0
26413.jpeg,1,0.9780
26414.jpeg,0,0.0
26415.jpeg,1,0.9995
26416.jpeg,1,0.9966
26417.jpeg,1,0.9974
26418.jpeg,1,0.9998
26419.jpeg,0,0.0
2642.jpeg,1,0.9987
26420.jpeg,1,0.9951
26421.jpeg,1,0.9996
26424.jpeg,1,0.9984
26425.jpeg,1,0.9987
26426.jpeg,1,0.9989
26427.jpeg,0,0.0
26428.jpeg,1,0.6719
2643.jpeg,1,0.9999
26431.jpeg,1,0.9940
26433.jpeg,1,0.9923
26434.jpeg,1,0.9974
26436.jpeg,1,0.9997
26437.jpeg,0,0.0
26439.jpeg,1,0.6240
26441.jpeg,0,0.0
26442.jpeg,1,0.9976
26443.jpeg,1,0.9999
26444.jpeg,1,0.9993
26445.jpeg,1,0.9931
26447.jpeg,1,0.9991
26448.jpeg,1,0.9989
26450.jpeg,1,0.9993
26452.jpeg,1,0.9947
26455.jpeg,1,0.9583
26456.jpeg,1,0.9992
26457.jpeg,1,0.9658
26459.jpeg,0,0.0
2646.jpeg,1,0.9196
26460.jpeg,1,0.9996
26462.jpeg,1,0.9991
26464.jpeg,1,0.9987
26465.jpeg,1,0.6263
26466.jpeg,1,0.9927
26468.jpeg,1,0.9774
26469.jpeg,0,0.0
2647.jpeg,1,0.9869
26470.jpeg,1,0.9879
26472.jpeg,1,0.9997
26474.jpeg,0,0.0
26476.jpeg,1,0.9959
26477.jpeg,0,0.0
26478.jpeg,1,0.9994
2648.jpeg,1,0.9995
26484.jpeg,1,0.9998
26486.jpeg,1,0.8960
26487.jpeg,1,0.9984
26488.jpeg,1,0.9996
26489.jpeg,0,0.0
2649.jpeg,1,0.9998
26491.jpeg,1,0.9892
26492.jpeg,0,0.0
26493.jpeg,1,0.9673
26497.jpeg,1,0.9912
26498.jpeg,1,0.9908
26499.jpeg,1,0.9992
265.jpeg,1,0.9945
2650.jpeg,1,0.9325
26501.jpeg,1,0.9996
26503.jpeg,1,0.9995
26504.jpeg,1,0.9991
26505.jpeg,0,0.0
26507.jpeg,1,0.9931
26509.jpeg,1,0.9975
26510.jpeg,0,0.0
26511.jpeg,1,0.9049
26512.jpeg,1,0.9984
26514.jpeg,1,0.9950
26515.jpeg,1,0.9961
26516.jpeg,1,0.9992
26517.jpeg,1,0.9757
2652.jpeg,1,0.9978
26520.jpeg,0,0.0
26521.jpeg,1,0.9896
26523.jpeg,1,0.9998
26524.jpeg,1,0.9966
26526.jpeg,1,0.9731
26529.jpeg,1,0.8452
2653.jpeg,1,0.9979
26530.jpeg,1,0.9954
26531.jpeg,1,0.9998
26533.jpeg,1,0.9997
26534.jpeg,1,0.9993
26535.jpeg,1,0.9998
26536.jpeg,1,0.8692
26537.jpeg,1,0.9958
26538.jpeg,1,0.9904
26539.jpeg,1,0.9967
26540.jpeg,1,0.9980
26541.jpeg,1,0.9997
26543.jpeg,1,0.9997
26544.jpeg,1,0.8391
26545.jpeg,1,0.9968
26546.jpeg,1,0.7261
26547.jpeg,0,0.0
26548.jpeg,1,0.9950
2655.jpeg,1,0.9396
26550.jpeg,1,0.9961
26551.jpeg,1,0.7763
26552.jpeg,1,0.9997
26553.jpeg,1,0.9998
26554.jpeg,1,0.9998
26555.jpeg,0,0.0
26556.jpeg,1,0.9810
26558.jpeg,1,0.9993
26559.jpeg,1,0.9962
26560.jpeg,1,0.9923
26562.jpeg,1,0.9968
26563.jpeg,0,0.0
26564.jpeg,1,0.9992
26565.jpeg,1,0.9978
26566.jpeg,1,0.9995
26568.jpeg,1,0.9935
26569.jpeg,1,0.9962
2657.jpeg,1,0.9946
26570.jpeg,1,0.9997
26571.jpeg,0,0.0
26574.jpeg,1,0.9998
26575.jpeg,0,0.0
26577.jpeg,0,0.0
26578.jpeg,1,0.9998
2658.jpeg,1,0.9999
26580.jpeg,1,0.9991
26581.jpeg,0,0.0
26582.jpeg,1,0.9998
26583.jpeg,1,0.9997
26584.jpeg,1,0.9952
26586.jpeg,1,0.9975
26587.jpeg,1,0.9950
26588.jpeg,1,0.9983
2659.jpeg,1,0.9969
26590.jpeg,0,0.0
26591.jpeg,1,0.9978
26592.jpeg,0,0.0
26593.jpeg,1,0.9989
26594.jpeg,0,0.0
26595.jpeg,1,0.9988
26597.jpeg,1,0.9910
26599.jpeg,1,0.9997
266.jpeg,1,0.5989
2660.jpeg,1,0.9961
26600.jpeg,0,0.0
26601.jpeg,0,0.0
26602.jpeg,0,0.0
26603.jpeg,1,0.9960
26604.jpeg,0,0.0
26606.jpeg,1,0.9993
26607.jpeg,0,0.0
26608.jpeg,0,0.0
26609.jpeg,1,0.9998
26610.jpeg,1,0.9959
26612.jpeg,1,0.9986
26613.jpeg,0,0.0
26614.jpeg,1,0.9992
26615.jpeg,1,0.9999
26617.jpeg,1,0.9951
26618.jpeg,0,0.0
2662.jpeg,1,0.9997
26620.jpeg,1,0.9923
26621.jpeg,1,0.9301
26622.jpeg,1,0.8867
26623.jpeg,1,0.9996
26624.jpeg,1,0.9987
26629.jpeg,1,0.9977
2663.jpeg,0,0.0
26632.jpeg,0,0.0
26633.jpeg,0,0.0
26634.jpeg,1,0.9971
26635.jpeg,0,0.0
26638.jpeg,1,0.9997
26639.jpeg,0,0.0
26641.jpeg,0,0.0
26642.jpeg,0,0.0
26643.jpeg,0,0.0
26644.jpeg,0,0.0
26645.jpeg,1,0.9974
26646.jpeg,0,0.0
26647.jpeg,0,0.0
26649.jpeg,0,0.0
2665.jpeg,1,0.9995
26650.jpeg,0,0.0
26651.jpeg,0,0.0
26652.jpeg,1,0.9910
26653.jpeg,0,0.0
26654.jpeg,0,0.0
26656.jpeg,0,0.0
26657.jpeg,1,0.9991
26659.jpeg,1,0.9986
2666.jpeg,1,0.9971
26660.jpeg,1,0.9564
26663.jpeg,1,0.6377
26664.jpeg,1,0.9838
26665.jpeg,1,0.9917
26667.jpeg,1,0.9959
26668.jpeg,1,0.9922
26669.jpeg,1,0.9140
2667.jpeg,1,0.9990
26671.jpeg,1,0.9978
26672.jpeg,1,0.9999
26673.jpeg,1,0.9984
26674.jpeg,1,0.9998
26675.jpeg,0,0.0
26676.jpeg,1,0.9977
26677.jpeg,1,0.9946
26678.jpeg,1,0.9986
2668.jpeg,1,0.9967
26680.jpeg,1,0.9752
26681.jpeg,0,0.0
26682.jpeg,1,0.9998
26683.jpeg,0,0.0
26685.jpeg,1,0.9997
26686.jpeg,0,0.0
26687.jpeg,1,0.9995
26688.jpeg,1,0.7366
26689.jpeg,1,0.9966
26690.jpeg,1,0.9936
26693.jpeg,1,0.9888
26694.jpeg,0,0.0
26696.jpeg,1,0.9993
26697.jpeg,0,0.0
26698.jpeg,1,0.9997
26699.jpeg,0,0.0
2670.jpeg,1,0.9952
26700.jpeg,0,0.0
26701.jpeg,1,0.9402
26702.jpeg,1,0.9973
26703.jpeg,1,0.5729
26708.jpeg,0,0.0
26709.jpeg,1,0.9985
2671.jpeg,1,0.9988
26710.jpeg,1,0.9997
26711.jpeg,1,0.9920
26712.jpeg,1,0.9914
26713.jpeg,1,0.9958
26714.jpeg,1,0.9840
26715.jpeg,1,0.9935
26716.jpeg,1,0.9996
26717.jpeg,1,0.9988
26719.jpeg,1,0.9994
2672.jpeg,1,0.9994
26720.jpeg,0,0.0
26721.jpeg,1,0.9987
26722.jpeg,1,0.9997
26724.jpeg,1,0.9849
26725.jpeg,1,0.9930
26726.jpeg,1,0.9998
26727.jpeg,1,0.9978
26728.jpeg,1,0.9963
26729.jpeg,0,0.0
2673.jpeg,1,0.9895
26731.jpeg,1,0.9981
26732.jpeg,0,0.0
26733.jpeg,1,0.9999
26735.jpeg,1,0.9971
26736.jpeg,1,0.9974
26737.jpeg,1,0.9943
26738.jpeg,1,0.9998
26739.jpeg,1,0.9911
2674.jpeg,1,0.9983
26740.jpeg,1,0.9964
26741.jpeg,1,0.7947
26744.jpeg,1,0.9920
26746.jpeg,1,0.9998
26747.jpeg,1,0.9985
26748.jpeg,1,0.9961
26749.jpeg,1,0.9999
2675.jpeg,1,0.9695
26751.jpeg,1,0.9995
26753.jpeg,1,0.9587
26755.jpeg,1,0.9983
26756.jpeg,1,0.9973
26757.jpeg,1,0.9827
26758.jpeg,1,0.9992
26759.jpeg,1,0.9908
2676.jpeg,1,0.9978
26760.jpeg,0,0.0
26761.jpeg,1,0.9996
26762.jpeg,1,0.9960
26763.jpeg,1,0.9707
26764.jpeg,1,0.9859
26766.jpeg,1,0.9998
26767.jpeg,1,0.9927
2677.jpeg,1,0.9989
26771.jpeg,1,0.9999
26772.jpeg,1,0.9998
26773.jpeg,1,0.9998
26774.jpeg,1,0.9966
26775.jpeg,0,0.0
2678.jpeg,0,0.0
26780.jpeg,1,0.9963
26782.jpeg,1,0.9778
26783.jpeg,1,0.9998
26784.jpeg,1,0.9990
26786.jpeg,1,0.9985
26787.jpeg,1,0.9981
